country,date,invoice_id,customer_id,stream_id,times_viewed,price,year,month,day
Canada,2018-10-23,529161,15390,21408,3,4.25,2018,10,23
Canada,2018-10-23,529161,15390,21975,17,0.55,2018,10,23
Canada,2018-10-23,529161,15390,21977,14,0.55,2018,10,23
Canada,2018-10-23,529161,15390,21871,12,1.25,2018,10,23
Canada,2018-10-23,529161,15390,21559,6,2.55,2018,10,23
Canada,2018-10-23,529161,15390,22983,12,0.42,2018,10,23
Canada,2018-10-23,529161,15390,21846,14,1.25,2018,10,23
Canada,2018-10-23,529161,15390,22910,6,2.95,2018,10,23
Canada,2018-10-23,529161,15390,22276,6,2.55,2018,10,23
Canada,2018-10-23,529161,15390,20682,6,3.25,2018,10,23
Canada,2018-10-23,529161,15390,85025B,12,1.65,2018,10,23
Canada,2018-10-23,529161,15390,85023B,6,2.55,2018,10,23
Canada,2018-10-23,529161,15390,22321,12,0.85,2018,10,23
Canada,2018-10-23,529161,15390,22344,12,0.85,2018,10,23
Canada,2018-10-23,529161,15390,21242,16,1.69,2018,10,23
Canada,2018-10-23,529161,15390,22318,6,2.95,2018,10,23
Canada,2018-10-23,529161,15390,22090,6,2.95,2018,10,23
Canada,2018-10-23,529161,15390,22557,12,1.65,2018,10,23
Canada,2018-10-23,529161,15390,21577,12,2.25,2018,10,23
Canada,2018-10-23,529161,15390,21156,5,1.9500000000000002,2018,10,23
Canada,2018-10-23,529161,15390,21584,5,1.65,2018,10,23
Canada,2018-10-23,529161,15390,22083,6,2.95,2018,10,23
Canada,2018-10-23,529161,15390,21980,9,0.29,2018,10,23
Canada,2018-10-23,529161,15390,22632,12,2.1,2018,10,23
Canada,2018-10-23,529161,15390,21232,12,1.25,2018,10,23
Canada,2018-10-23,529161,15390,21555,6,2.55,2018,10,23
Canada,2018-10-23,529161,15390,21243,20,1.69,2018,10,23
Canada,2018-10-23,529161,15390,22645,12,1.45,2018,10,23
Canada,2018-10-23,529161,15390,47591D,8,1.9500000000000002,2018,10,23
Canada,2018-10-23,529161,15390,22367,8,1.9500000000000002,2018,10,23
Canada,2018-10-23,529161,15390,22417,11,0.55,2018,10,23
Canada,2018-10-23,529161,15390,22551,12,1.65,2018,10,23
Canada,2018-10-23,529161,15390,22614,17,0.29,2018,10,23
Canada,2018-10-23,529161,15390,35924,6,2.1,2018,10,23
Canada,2018-10-23,529161,15390,21244,20,1.69,2018,10,23
Canada,2018-10-23,529161,15390,21239,12,0.85,2018,10,23
Canada,2018-10-23,529161,15390,21212,21,0.55,2018,10,23
Canada,2018-10-23,529161,15390,21240,4,0.85,2018,10,23
Canada,2018-10-23,529161,15390,22343,12,0.85,2018,10,23
Canada,2018-10-23,529161,15390,22345,12,0.85,2018,10,23
Canada,2018-10-23,529161,15390,20979,8,1.25,2018,10,23
Canada,2018-10-23,529161,15390,22553,12,1.65,2018,10,23
Canada,2018-10-23,529161,15390,22449,6,3.35,2018,10,23
Canada,2018-10-23,529161,15390,21506,12,0.42,2018,10,23
Canada,2018-10-23,529161,15390,20978,6,1.25,2018,10,23
Canada,2018-10-23,529161,15390,21558,6,2.55,2018,10,23
Canada,2018-11-05,531495,15390,20675,8,1.25,2018,11,5
Canada,2018-11-05,531495,15390,20676,8,1.25,2018,11,5
Canada,2018-11-05,531495,15390,22771,12,1.25,2018,11,5
Canada,2018-11-05,531495,15390,22513,4,3.75,2018,11,5
Canada,2018-11-05,531495,15390,21429,8,1.65,2018,11,5
Canada,2018-11-05,531495,15390,84535B,7,0.65,2018,11,5
Canada,2018-11-05,531495,15390,22580,3,5.95,2018,11,5
Canada,2018-11-05,531495,15390,20677,8,1.25,2018,11,5
Canada,2018-11-05,531495,15390,84950,12,0.65,2018,11,5
Canada,2018-11-05,531495,15390,22617,3,4.95,2018,11,5
Canada,2018-11-05,531495,15390,85129B,12,1.25,2018,11,5
Canada,2018-11-05,531495,15390,21107,6,2.95,2018,11,5
Canada,2018-11-05,531495,15390,21111,6,2.95,2018,11,5
Canada,2018-11-05,531495,15390,21106,6,2.95,2018,11,5
Canada,2018-11-05,531495,15390,21112,6,2.95,2018,11,5
Canada,2018-11-05,531495,15390,85123A,6,2.95,2018,11,5
Canada,2018-11-05,531495,15390,22786,2,5.95,2018,11,5
Canada,2018-11-05,531495,15390,22030,12,0.42,2018,11,5
Canada,2018-11-05,531495,15390,22139,3,4.95,2018,11,5
Canada,2018-11-05,531495,15390,22508,4,3.75,2018,11,5
Canada,2018-11-05,531495,15390,21328,12,1.65,2018,11,5
Canada,2018-11-05,531495,15390,20996,19,0.42,2018,11,5
Canada,2018-11-05,531495,15390,22505,4,4.95,2018,11,5
Canada,2018-11-05,531495,15390,20961,10,1.25,2018,11,5
Canada,2018-11-05,531495,15390,20966,10,1.25,2018,11,5
Canada,2018-11-05,531495,15390,84946,12,1.25,2018,11,5
Canada,2018-11-05,531495,15390,21693,6,2.95,2018,11,5
Canada,2019-03-11,546533,15388,20886,12,1.9500000000000002,2019,3,11
Canada,2019-03-11,546533,15388,21132,4,4.25,2019,3,11
Canada,2019-03-11,546533,15388,84879,8,1.69,2019,3,11
Canada,2019-03-11,546533,15388,84755,12,0.65,2019,3,11
Canada,2019-03-11,546533,15388,85116,6,2.1,2019,3,11
Canada,2019-03-11,546533,15388,71459,12,0.85,2019,3,11
Canada,2019-03-11,546533,15388,21136,8,1.69,2019,3,11
Canada,2019-03-11,546533,15388,21622,4,4.95,2019,3,11
Canada,2019-03-11,546533,15388,79000,12,0.85,2019,3,11
Canada,2019-03-11,546533,15388,79030D,6,1.65,2019,3,11
Canada,2019-05-01,551736,17443,37370,14,1.06,2019,5,1
Canada,2019-06-17,557322,17444,84663A,3,5.95,2019,6,17
Canada,2019-06-17,557322,17444,22729,4,3.75,2019,6,17
Canada,2019-06-17,557322,17444,23190,12,1.65,2019,6,17
Canada,2019-06-17,557322,17444,23192,12,1.65,2019,6,17
Canada,2019-06-17,557322,17444,23191,12,1.65,2019,6,17
Canada,2019-06-17,557322,17444,23231,12,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22986,5,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22705,6,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22704,11,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22045,10,0.42,2019,6,17
Canada,2019-06-17,557322,17444,16161P,4,0.42,2019,6,17
Canada,2019-06-17,557322,17444,16156L,15,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22489,6,0.42,2019,6,17
Canada,2019-06-17,557322,17444,22491,12,0.85,2019,6,17
Canada,2019-06-17,557322,17444,10135,4,1.25,2019,6,17
Canada,2019-06-17,557322,17444,22561,12,1.65,2019,6,17
