country,date,invoice_id,customer_id,stream_id,times_viewed,price,year,month,day
Bermuda,2018-03-15,501577,,20703,6,4.25,2018,3,15
Bermuda,2018-03-15,501577,,20702,6,4.25,2018,3,15
Bermuda,2018-03-15,501577,,21561,12,2.55,2018,3,15
Bermuda,2018-03-15,501577,,22353,12,2.55,2018,3,15
Bermuda,2018-03-15,501577,,22385,10,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,22380,10,2.1,2018,3,15
Bermuda,2018-03-15,501577,,22381,10,2.1,2018,3,15
Bermuda,2018-03-15,501577,,21913,8,3.75,2018,3,15
Bermuda,2018-03-15,501577,,85217,16,0.65,2018,3,15
Bermuda,2018-03-15,501577,,84997C,12,3.75,2018,3,15
Bermuda,2018-03-15,501577,,84997B,12,3.75,2018,3,15
Bermuda,2018-03-15,501577,,22367,8,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,21156,8,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,47591D,15,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,22136,12,1.65,2018,3,15
Bermuda,2018-03-15,501577,,22383,10,1.65,2018,3,15
Bermuda,2018-03-15,501577,,22382,10,1.65,2018,3,15
Bermuda,2018-03-15,501577,,21495,13,0.42,2018,3,15
Bermuda,2018-03-15,501577,,22045,16,0.42,2018,3,15
Bermuda,2018-03-15,501577,,21500,10,0.42,2018,3,15
Bermuda,2018-03-15,501577,,47591C,8,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,20711,10,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,22386,10,1.9500000000000002,2018,3,15
Bermuda,2018-03-15,501577,,85227,12,0.85,2018,3,15
Bermuda,2018-03-15,501577,,84568,11,0.21,2018,3,15
Bermuda,2018-03-15,501577,,84598,7,0.21,2018,3,15
Bermuda,2018-03-15,501577,,22384,10,1.65,2018,3,15
Bermuda,2018-03-15,501577,,20728,10,1.65,2018,3,15
Bermuda,2018-03-15,501577,,20727,10,1.65,2018,3,15
