country,date,invoice_id,customer_id,stream_id,times_viewed,price,year,month,day
Austria,2017-12-05,490751,12358,15056P,3,5.95,2017,12,5
Austria,2017-12-05,490751,12358,15056N,4,4.95,2017,12,5
Austria,2017-12-05,490751,12358,22067,12,1.65,2017,12,5
Austria,2017-12-05,490751,12358,37448,12,1.49,2017,12,5
Austria,2017-12-05,490751,12358,72741,7,1.45,2017,12,5
Austria,2017-12-05,490751,12358,48173C,2,6.75,2017,12,5
Austria,2017-12-05,490751,12358,48116,2,6.75,2017,12,5
Austria,2017-12-05,490751,12358,20679,13,4.95,2017,12,5
Austria,2017-12-05,490751,12358,85014D,12,5.95,2017,12,5
Austria,2017-12-05,490751,12358,21481,6,2.95,2017,12,5
Austria,2017-12-05,490751,12358,21482,6,2.95,2017,12,5
Austria,2017-12-05,490751,12358,85014B,12,5.95,2017,12,5
Austria,2017-12-19,493183,12440,84997A,12,3.75,2017,12,19
Austria,2017-12-19,493183,12440,20677,3,1.25,2017,12,19
Austria,2017-12-19,493183,12440,20676,20,1.25,2017,12,19
Austria,2017-12-19,493183,12440,20675,8,1.25,2017,12,19
Austria,2017-12-19,493183,12440,20674,22,1.25,2017,12,19
Austria,2017-12-19,493183,12440,21245,13,1.69,2017,12,19
Austria,2017-12-19,493183,12440,21244,4,1.69,2017,12,19
Austria,2017-12-19,493183,12440,21243,1,1.69,2017,12,19
Austria,2017-12-19,493183,12440,21242,6,1.69,2017,12,19
Austria,2017-12-19,493183,12440,21241,9,0.85,2017,12,19
Austria,2017-12-19,493183,12440,21239,1,0.85,2017,12,19
Austria,2017-12-19,493183,12440,21238,10,0.85,2017,12,19
Austria,2017-12-19,493183,12440,22352,6,2.55,2017,12,19
Austria,2017-12-19,493183,12440,22138,3,4.95,2017,12,19
Austria,2017-12-19,493183,12440,84997D,12,3.75,2017,12,19
Austria,2017-12-19,493183,12440,84997C,12,3.75,2017,12,19
Austria,2017-12-19,493183,12440,84997B,12,3.75,2017,12,19
Austria,2017-12-19,493183,12440,21240,2,0.85,2017,12,19
Austria,2018-02-01,496864,12373,20718,10,1.25,2018,2,1
Austria,2018-02-01,496864,12373,20728,10,1.65,2018,2,1
Austria,2018-02-01,496864,12373,20712,17,1.9500000000000002,2018,2,1
Austria,2018-02-01,496864,12373,20665,6,2.95,2018,2,1
Austria,2018-02-01,496864,12373,21482,6,2.95,2018,2,1
Austria,2018-02-01,496864,12373,21578,6,2.25,2018,2,1
Austria,2018-02-01,496864,12373,20726,10,1.65,2018,2,1
Austria,2018-02-01,496864,12373,20724,15,0.85,2018,2,1
Austria,2018-02-01,496864,12373,20719,19,0.85,2018,2,1
Austria,2018-02-01,496864,12373,85099B,5,1.9500000000000002,2018,2,1
Austria,2018-02-01,496864,12373,21241,8,0.85,2018,2,1
Austria,2018-02-01,496864,12373,21238,8,0.85,2018,2,1
Austria,2018-02-01,496864,12373,21533,3,4.95,2018,2,1
Austria,2018-02-01,496864,12373,20725,7,1.65,2018,2,1
Austria,2018-02-01,496864,12373,21080,12,0.85,2018,2,1
Austria,2018-02-01,496864,12373,21077,12,0.85,2018,2,1
Austria,2018-02-01,496864,12373,21936,5,2.95,2018,2,1
Austria,2018-02-01,496864,12373,22326,6,2.95,2018,2,1
Austria,2018-02-06,497363,12370,21531,6,2.55,2018,2,6
Austria,2018-02-06,497363,12370,22111,3,4.95,2018,2,6
Austria,2018-02-06,497363,12370,21485,3,4.95,2018,2,6
Austria,2018-02-06,497363,12370,22137,6,2.95,2018,2,6
Austria,2018-02-06,497363,12370,20960,10,1.25,2018,2,6
Austria,2018-02-06,497363,12370,20961,10,1.25,2018,2,6
Austria,2018-02-06,497363,12370,21110,2,6.75,2018,2,6
Austria,2018-02-06,497363,12370,21107,6,2.95,2018,2,6
Austria,2018-02-06,497363,12370,22073,4,3.75,2018,2,6
Austria,2018-02-06,497363,12370,22070,6,3.75,2018,2,6
Austria,2018-02-06,497363,12370,22071,6,3.75,2018,2,6
Austria,2018-02-06,497363,12370,21216,4,4.95,2018,2,6
Austria,2018-02-06,497363,12370,22055,8,1.65,2018,2,6
Austria,2018-02-06,497363,12370,22054,8,1.65,2018,2,6
Austria,2018-02-06,497363,12370,22059,12,1.49,2018,2,6
Austria,2018-02-06,497363,12370,37448,12,1.49,2018,2,6
Austria,2018-02-06,497363,12370,21232,12,1.25,2018,2,6
Austria,2018-02-06,497363,12370,21288,6,2.95,2018,2,6
Austria,2018-02-06,497363,12370,21291,19,0.85,2018,2,6
Austria,2018-02-06,497363,12370,21292,3,0.85,2018,2,6
Austria,2018-02-06,497363,12370,21218,6,3.75,2018,2,6
Austria,2018-02-19,498613,12360,22247,22,0.85,2018,2,19
Austria,2018-02-19,498613,12360,21700,12,0.85,2018,2,19
Austria,2018-02-19,498613,12360,22274,6,2.95,2018,2,19
Austria,2018-02-19,498613,12360,47599A,6,2.1,2018,2,19
Austria,2018-02-19,498613,12360,22272,6,2.95,2018,2,19
Austria,2018-02-19,498613,12360,85217,12,0.65,2018,2,19
Austria,2018-02-19,498613,12360,85215,12,0.65,2018,2,19
Austria,2018-02-19,498613,12360,84455,12,0.85,2018,2,19
Austria,2018-02-19,498613,12360,47599B,6,2.1,2018,2,19
Austria,2018-02-19,498613,12360,85216,12,0.65,2018,2,19
Austria,2018-03-05,500367,12369,22255,10,0.85,2018,3,5
Austria,2018-03-05,500367,12369,22254,3,1.25,2018,3,5
Austria,2018-03-05,500367,12369,22253,12,1.25,2018,3,5
Austria,2018-03-05,500367,12369,22243,12,1.65,2018,3,5
Austria,2018-03-05,500367,12369,22232,8,1.65,2018,3,5
Austria,2018-03-05,500367,12369,21717,14,2.55,2018,3,5
Austria,2018-03-05,500367,12369,84879,9,1.69,2018,3,5
Austria,2018-03-22,502607,12373,22328,6,2.95,2018,3,22
Austria,2018-03-22,502607,12373,21935,10,1.65,2018,3,22
Austria,2018-03-22,502607,12373,22355,10,0.85,2018,3,22
Austria,2018-03-22,502607,12373,20718,10,1.25,2018,3,22
Austria,2018-03-22,502607,12373,22332,8,1.65,2018,3,22
Austria,2018-03-22,502607,12373,22327,6,2.95,2018,3,22
Austria,2018-03-22,502607,12373,22326,12,2.95,2018,3,22
Austria,2018-03-22,502607,12373,21844,6,2.95,2018,3,22
Austria,2018-03-22,502607,12373,21533,3,4.95,2018,3,22
Austria,2018-03-22,502607,12373,21398,6,2.1,2018,3,22
Austria,2018-03-22,502607,12373,21394,6,1.9500000000000002,2018,3,22
Austria,2018-03-22,502607,12373,21392,6,2.1,2018,3,22
Austria,2018-03-22,502607,12373,21156,8,1.9500000000000002,2018,3,22
Austria,2018-03-22,502568,12370,84615,8,1.9500000000000002,2018,3,22
Austria,2018-03-22,502568,12370,47585A,12,1.25,2018,3,22
Austria,2018-03-22,502607,12373,21238,8,0.85,2018,3,22
Austria,2018-03-22,502493,12370,21348,6,2.95,2018,3,22
Austria,2018-03-22,502493,12370,47559B,10,1.25,2018,3,22
Austria,2018-03-22,502493,12370,37447,12,1.49,2018,3,22
Austria,2018-03-22,502493,12370,22056,12,1.49,2018,3,22
Austria,2018-03-22,502493,12370,22062,6,2.95,2018,3,22
Austria,2018-03-22,502493,12370,22066,12,1.45,2018,3,22
Austria,2018-04-27,506579,12374,22519,12,2.1,2018,4,27
Austria,2018-04-27,506579,12374,22518,12,2.1,2018,4,27
Austria,2018-04-27,506579,12374,22520,12,0.85,2018,4,27
Austria,2018-04-27,506579,12374,22521,12,0.85,2018,4,27
Austria,2018-04-27,506579,12374,22524,12,1.25,2018,4,27
Austria,2018-04-27,506579,12374,22525,12,1.25,2018,4,27
Austria,2018-04-27,506579,12374,22431,12,1.9500000000000002,2018,4,27
Austria,2018-04-27,506579,12374,22432,12,1.9500000000000002,2018,4,27
Austria,2018-04-27,506579,12374,22385,4,1.9500000000000002,2018,4,27
Austria,2018-04-27,506579,12374,21561,12,2.55,2018,4,27
Austria,2018-04-27,506579,12374,21915,12,1.25,2018,4,27
Austria,2018-04-27,506579,12374,21559,3,2.55,2018,4,27
Austria,2018-04-27,506579,12374,21242,4,1.69,2018,4,27
Austria,2018-04-27,506579,12374,21243,20,1.69,2018,4,27
Austria,2018-04-27,506579,12374,21244,8,1.69,2018,4,27
Austria,2018-04-27,506579,12374,20676,13,1.25,2018,4,27
Austria,2018-04-27,506579,12374,20677,1,1.25,2018,4,27
Austria,2018-04-27,506579,12374,20675,21,1.25,2018,4,27
Austria,2018-04-27,506579,12374,22326,6,2.95,2018,4,27
Austria,2018-04-27,506579,12374,22353,10,2.55,2018,4,27
Austria,2018-04-27,506579,12374,84828,6,1.25,2018,4,27
Austria,2018-04-27,506579,12374,85099B,12,1.9500000000000002,2018,4,27
Austria,2018-04-27,506579,12374,22559,6,1.25,2018,4,27
Austria,2018-04-27,506579,12374,21914,12,1.25,2018,4,27
Austria,2018-04-27,506579,12374,22329,14,1.65,2018,4,27
Austria,2018-04-27,506579,12374,20726,17,1.65,2018,4,27
Austria,2018-04-27,506579,12374,20718,4,1.25,2018,4,27
Austria,2018-04-27,506579,12374,84997C,3,3.75,2018,4,27
Austria,2018-04-27,506579,12374,21238,14,0.85,2018,4,27
Austria,2018-04-27,506579,12374,21239,17,0.85,2018,4,27
Austria,2018-04-27,506579,12374,21240,9,0.85,2018,4,27
Austria,2018-04-27,506579,12374,84997B,21,3.75,2018,4,27
Austria,2018-05-22,509627,12360,21058,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,22029,12,0.42,2018,5,22
Austria,2018-05-22,509627,12360,22027,12,0.42,2018,5,22
Austria,2018-05-22,509627,12360,22418,16,0.85,2018,5,22
Austria,2018-05-22,509627,12360,22492,17,0.65,2018,5,22
Austria,2018-05-22,509627,12360,22614,18,0.29,2018,5,22
Austria,2018-05-22,509627,12360,21060,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,22564,12,1.25,2018,5,22
Austria,2018-05-22,509627,12360,20979,2,1.25,2018,5,22
Austria,2018-05-22,509627,12360,17107D,6,2.55,2018,5,22
Austria,2018-05-22,509627,12360,22557,12,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22555,12,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22556,12,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22553,5,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22551,12,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22331,8,1.65,2018,5,22
Austria,2018-05-22,509627,12360,22554,12,1.65,2018,5,22
Austria,2018-05-22,509627,12360,21080,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,21989,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,22613,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,21094,12,0.85,2018,5,22
Austria,2018-05-22,509627,12360,21086,12,0.65,2018,5,22
Austria,2018-05-22,509627,12360,22444,12,1.25,2018,5,22
Austria,2018-05-22,509627,12360,20682,6,3.25,2018,5,22
Austria,2018-05-22,509627,12360,16033,4,0.12,2018,5,22
Austria,2018-05-22,509627,12360,84247L,12,0.42,2018,5,22
